# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
# _SET3_  VARIABLE = Excitatory (set)
# _SET3_  NGENES = 3326
# _SET3_  P-VALUE = 0.006678
_SET3_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   AGRN           1     920503    1001499    540      65  194908      0.11701      0.52351    5.6534e-05      0.11695
_SET3_   HES4           1     924342     971608    285      39  224382      0.18172      0.46219    5.6534e-05      0.18166
_SET3_   ACAP3          1    1217764    1278304    377      65  175605      0.32614      0.47471    5.6534e-05      0.32608
_SET3_   CCNL2          1    1311091    1369718    339      49  212739      0.37188      0.42579    5.6534e-05      0.37183
_SET3_   GNB1           1    1706725    1857552    572      72  197311      0.27334      0.46202    5.6534e-05      0.27329
_SET3_   PRKCZ          1    1946909    2126834   1030     106  209338      0.20866      0.50339    5.6534e-05       0.2086
_SET3_   AJAP1          1    4680105    4853851   1258     147  295461       1.8905     0.048845    5.6534e-05       1.8904
_SET3_   KCNAB2         1    6017358    6171253    825     110  248285      0.82125      0.27208    5.6534e-05       0.8212
_SET3_   CHD5           1    6151847    6275194    623      83  266249      0.76346      0.26945    5.6534e-05       0.7634
_SET3_   ACOT7          1    6314332    6488826    969      58  253631      -0.4974      0.72577    5.6534e-05     -0.49745
_SET3_   CAMTA1         1    6810384    7839766   4798     356  258770     -0.45445      0.83301    5.6534e-05     -0.45451
_SET3_   PER3           1    7809413    7915241    494      59  323447     -0.95594      0.83665    5.6534e-05       -0.956
_SET3_   RERE           1    8402464    8912699   1613      65  220341     -0.08702      0.55789    5.6534e-05    -0.087077
_SET3_   CLSTN1         1    9779079    9919550    692      61  135601       1.0978      0.19511    5.6534e-05       1.0978
_SET3_   UBE4B          1   10058041   10251297    745      51  231411       2.3847     0.012024    5.6534e-05       2.3847
_SET3_   KIF1B          1   10235606   10451664   1009      36  310922      0.98509      0.14345    5.6534e-05      0.98503
_SET3_   PEX14          1   10500003   10700815    766      68  252551      0.24421      0.43637    5.6534e-05      0.24415
_SET3_   MTOR           1   11156588   11357614    734      38  268665      0.66018      0.26237    5.6534e-05      0.66012
_SET3_   FBXO44         1   11679432   11733384    257      63  259559       1.4249      0.10589    5.6534e-05       1.4248
_SET3_   PLOD1          1   11959724   12045599    486      64  256265      -1.0736      0.88042    5.6534e-05      -1.0736
_SET3_   VPS13D         1   12255101   12582099   1221      76  227986       1.0921      0.18146    5.6534e-05        1.092
_SET3_   PRDM2          1   13991714   14161574    905      55  295128    -0.070958      0.54922    5.6534e-05    -0.071014
_SET3_   KAZN           1   14184646   15454544   7659     522  268916     -0.59304      0.86147    5.6534e-05      -0.5931
_SET3_   SPEN           1   16139359   16276951    573      55  233916      -1.2782       0.9171    5.6534e-05      -1.2783
_SET3_   FBXO42         1   16563339   16713965    542      36  274224      0.76849      0.21103    5.6534e-05      0.76843
_SET3_   NBPF1          1   16878922   16975100     28      17    6458     -0.10935      0.66484    5.6534e-05     -0.10941
_SET3_   CROCC          1   17213445   17309474    352      51  103077       1.6199      0.08457    5.6534e-05       1.6198
_SET3_   ATP13A2        1   17302453   17373467    290      41  292456    -0.043396      0.51777    5.6534e-05    -0.043452
_SET3_   UBR4           1   19391000   19571812    678      47  267358      0.32884      0.37655    5.6534e-05      0.32879
_SET3_   CAPZB          1   19655267   19847066   1103      71  281375      0.75924      0.23278    5.6534e-05      0.75918
_SET3_   CAMK2N1        1   20798884   20847728    215      55  213242     -0.58133      0.78486    5.6534e-05     -0.58139
_SET3_   HP1BP3         1   21059170   21148808    272      39  281705      0.82705      0.21401    5.6534e-05        0.827
_SET3_   EIF4G3         1   21122785   21538381   1382      58  260829       2.6568    0.0040401    5.6534e-05       2.6567
_SET3_   ECE1           1   21533740   21707034    919     109  260390      0.83197      0.26471    5.6534e-05      0.83192
_SET3_   RAP1GAP        1   21912708   22031010    632     106  315194       0.8355      0.25411    5.6534e-05      0.83544
_SET3_   USP48          1   21994791   22144688    787      72  290217      0.52999      0.33463    5.6534e-05      0.52993
_SET3_   CDC42          1   22344120   22429439    449      52  297901       3.3789   0.00043094    5.6534e-05       3.3788
_SET3_   EPHB2          1   23002263   23251823   1194     148  174526     -0.57269      0.81926    5.6534e-05     -0.57275
_SET3_   KDM1A          1   23310937   23420184    335      53  213190     -0.60625      0.77266    5.6534e-05     -0.60631
_SET3_   LUZP1          1   23400516   23539301    526      45  276188      0.11823      0.45589    5.6534e-05      0.11817
_SET3_   SRSF10         1   24282935   24341953     16       5  153141     -0.69244      0.78363    5.6534e-05      -0.6925
_SET3_   CLIC4          1   25036760   25180815    455      61  196475    -0.033305      0.57501    5.6534e-05    -0.033362
_SET3_   RSRP1          1   25558740   25609010    171      38   93402      -1.0489      0.90964    5.6534e-05      -1.0489
_SET3_   MACO1          1   25722388   25836700    421      34  175947       2.0714     0.020803    5.6534e-05       2.0713
_SET3_   MAN1C1         1   25908959   26121258    910      74  153567      0.88352      0.25721    5.6534e-05      0.88346
_SET3_   SH3BGRL3       1   26571213   26618013    245      35  289975      0.80534       0.2189    5.6534e-05      0.80528
_SET3_   WASF2          1   27720734   27851678    459      56  205573      -1.2061      0.91811    5.6534e-05      -1.2062
_SET3_   AHDC1          1   27850756   27965463    355      69  173491      -1.5879      0.96906    5.6534e-05      -1.5879
_SET3_   STX12          1   28064694   28160963    334      38  158105     -0.73175      0.79237    5.6534e-05     -0.73181
_SET3_   EYA3           1   28286855   28450173    722      72  218124       0.7947      0.26503    5.6534e-05      0.79464
_SET3_   PHACTR4        1   28661093   28836881    765      27  299882      -1.1486      0.84852    5.6534e-05      -1.1486
_SET3_   TRNAU1AP       1   28844529   28915057    219      43  248952        -1.68      0.96351    5.6534e-05        -1.68
_SET3_   EPB41          1   29178603   29456558   1068      80  222610      0.19771       0.4846    5.6534e-05      0.19765
_SET3_   SRSF4          1   29464250   29543637    336      50  244476      0.85756      0.23584    5.6534e-05       0.8575
_SET3_   PUM1           1   31394353   31573838    796      53  220280      -1.3522       0.9219    5.6534e-05      -1.3523
_SET3_   ZCCHC17        1   31734832   31848569    466      35  273451       -1.269      0.89181    5.6534e-05       -1.269
_SET3_   KHDRBS1        1   32444295   32536460    244      69  171061     -0.31889      0.73263    5.6534e-05     -0.31895
_SET3_   KPNA6          1   32538644   32652169    302      46  214333     -0.74154      0.82382    5.6534e-05     -0.74159
_SET3_   BSDC1          1   32820704   32895062    210      57  114189      -1.0275      0.90851    5.6534e-05      -1.0275
_SET3_   ZBTB8OS        1   33076421   33151565    347      24  232867      -1.1482      0.88857    5.6534e-05      -1.1482
_SET3_   RBBP4          1   33081749   33161812    389      29  235403      -1.1685      0.89517    5.6534e-05      -1.1685
_SET3_   S100PBP        1   33247368   33334480    275      44  219460       1.5726     0.075207    5.6534e-05       1.5726
_SET3_   PHC2           1   33779224   33876194    398      44  302501      0.40487      0.34196    5.6534e-05      0.40481
_SET3_   CSMD2          1   33969609   34666443   3481     330  241674      -1.5055      0.97977    5.6534e-05      -1.5056
_SET3_   GJA4           1   35223559   35271351    301      50  280932      0.29734      0.40287    5.6534e-05      0.29728
_SET3_   DLGAP3         1   35321037   35426083    304     101  206083     -0.63135      0.82624    5.6534e-05     -0.63141
_SET3_   SFPQ           1   35631981   35693766    327      42  138286     -0.60763      0.79481    5.6534e-05     -0.60769
_SET3_   ZMYM4          1   35699444   35897545    692      59  146223     -0.22832      0.66246    5.6534e-05     -0.22838
_SET3_   KIAA0319L      1   35889091   36058037    574      65  139144      0.40567       0.4328    5.6534e-05      0.40562
_SET3_   NCDN           1   35988311   36042380    160      47  156703       0.6531      0.35151    5.6534e-05      0.65304
_SET3_   AGO4           1   36238231   36333491    305      46  205013      0.87394      0.24882    5.6534e-05      0.87388
_SET3_   AGO1           1   36300412   36405211    338      74  140787      0.12145      0.57958    5.6534e-05       0.1214
_SET3_   AGO3           1   36361364   36532360    532      68  124185     -0.29066      0.71617    5.6534e-05     -0.29071
_SET3_   THRAP3         1   36655017   36780958    360      60  180778     -0.29341       0.7015    5.6534e-05     -0.29347
_SET3_   EVA1B          1   36777631   36825567    167      57  169112     0.024556      0.59913    5.6534e-05     0.024499
_SET3_   INPP5B         1   38316369   38447729    501      57  246741       1.1446      0.14449    5.6534e-05       1.1446
_SET3_   MACF1          1   39514839   39962810   1719      85  242150       1.3456      0.11436    5.6534e-05       1.3456
_SET3_   RLF            1   40592041   40716593    338      71  190224    -0.029048       0.6131    5.6534e-05    -0.029104
_SET3_   SMAP2          1   40804378   40898998    375      75  269471       0.2201      0.47549    5.6534e-05      0.22005
_SET3_   SCMH1          1   41482871   41742815   1029      50  286434     -0.13453      0.55273    5.6534e-05     -0.13459
_SET3_   HIVEP3         1   41962036   42536596   2627     153  252641       1.3938        0.126    5.6534e-05       1.3938
_SET3_   FOXJ3          1   42632210   42836548    689      58  247183      -0.4783      0.71108    5.6534e-05     -0.47835
_SET3_   RIMKLA         1   42811468   42899900    387      43  301044     -0.59761      0.71858    5.6534e-05     -0.59767
_SET3_   CCDC30         1   42965560   43130335    755      39  317808      -1.0855      0.84147    5.6534e-05      -1.0856
_SET3_   SLC2A1         1   43381046   43459847    435      51  287371      -2.1823      0.98648    5.6534e-05      -2.1823
_SET3_   PTPRF          1   43956708   44099343    710      55  217485      0.62012       0.2904    5.6534e-05      0.62007
_SET3_   ERI3           1   44676742   44856315    610      58  224548     -0.60061      0.76369    5.6534e-05     -0.60066
_SET3_   PTCH2          1   45275516   45344226    310      39  205027    -0.055942      0.56745    5.6534e-05    -0.055998
_SET3_   EIF2B3         1   45306194   45487394    810      39  253718      0.51851      0.29902    5.6534e-05      0.51845
_SET3_   ZSWIM5         1   45472071   45707250    763      53  249717      -1.4603      0.93851    5.6534e-05      -1.4604
_SET3_   GPBP1L1        1   46082976   46188782    424      30  242449     -0.88171      0.80567    5.6534e-05     -0.88176
_SET3_   MAST2          1   46234269   46511796   1126      41  230187      -1.7817       0.9597    5.6534e-05      -1.7817
_SET3_   MKNK1          1   47013079   47104966    408      69  203139      -1.2208      0.91969    5.6534e-05      -1.2209
_SET3_   ATPAF1         1   47090711   47169099    329      26  196951     -0.51168       0.7029    5.6534e-05     -0.51174
_SET3_   AGBL4          1   48988527   50524626   5106     135  188249       1.3154      0.14612    5.6534e-05       1.3154
_SET3_   ELAVL4         1   50478686   50679442    572      92  186506       0.9596      0.24549    5.6534e-05      0.95955
_SET3_   FAF1           1   50896935   51460936   1705      77  200303      -1.2926      0.92714    5.6534e-05      -1.2926
_SET3_   RNF11          1   51666945   51749119    401      24  118064     -0.35691      0.68521    5.6534e-05     -0.35697
_SET3_   OSBPL9         1   52047546   52264891    674      70  180808        1.167      0.17534    5.6534e-05       1.1669
_SET3_   NRDC           1   52244864   52379609    580      55  211900      -1.2934      0.92258    5.6534e-05      -1.2934
_SET3_   ZFYVE9         1   52572678   52822358    871      57  148727     -0.34355       0.7044    5.6534e-05     -0.34361
_SET3_   TUT4           1   52878947   53053764    636      64  211358      -1.0852      0.89832    5.6534e-05      -1.0853
