# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
PPP2R2B        5  145959067  146496083   2207     172  249970      0.88641    5.6534e-05      0.88635
STK32A         5  146579526  146777418   1244     121  256510      -1.3795    5.6534e-05      -1.3795
DPYSL3         5  146760371  146924619    666      89  150230     -0.57291    5.6534e-05     -0.57297
JAKMIP2        5  146955002  147197411   1163      76  218810      0.65803    5.6534e-05      0.65797
SPINK1         5  147194143  147253794    324      64  217507      0.24354    5.6534e-05      0.24348
SCGB3A2        5  147223274  147271756    334      50  221290      0.33925    5.6534e-05      0.33919
C5orf46        5  147259579  147321101    413      58  235676     -0.26544    5.6534e-05      -0.2655
SPINK5         5  147408535  147526925    749      36  331797       1.7401    5.6534e-05         1.74
SPINK14        5  147513109  147565182    318      29  309769       1.6359    5.6534e-05       1.6359
SPINK6         5  147547357  147604700    353      22  254397      0.83695    5.6534e-05      0.83689
SPINK13        5  147613423  147675773    348      34  172816     -0.89486    5.6534e-05     -0.89492
SPINK7         5  147656990  147705482    233      47  120499       0.6118    5.6534e-05      0.61175
SPINK9         5  147680122  147729412    230      31  180507      0.68068    5.6534e-05      0.68062
FBXO38         5  147728498  147832399    390      43  182226       1.7244    5.6534e-05       1.7244
HTR4           5  147820595  148069090   1067      88  271064      -0.5194    5.6534e-05     -0.51946
ADRB2          5  148171156  148264628    491      98  226842      0.38354    5.6534e-05      0.38348
SH3TC2         5  148351713  148477737    523      46  276780      -1.0996    5.6534e-05      -1.0997
ABLIM3         5  148486054  148650002    761      75  253940      -0.3952    5.6534e-05     -0.39526
AFAP1L1        5  148616401  148731368    468      98  266470      -1.3044    5.6534e-05      -1.3044
GRPEL2         5  148689364  148744146    189      56  228696      -1.9151    5.6534e-05      -1.9151
PCYOX1L        5  148702570  148759221    198      48  238109       -1.743    5.6534e-05      -1.7431
IL17B          5  148743830  148795848    267      48  257156     -0.36144    5.6534e-05      -0.3615
CSNK1A1        5  148863896  148966115    374      52  214517    -0.024331    5.6534e-05    -0.024387
ARHGEF37       5  148926064  149024531    508      54  257994      -0.8496    5.6534e-05     -0.84966
PPARGC1B       5  149074815  149244585    867      82  296664       1.3763    5.6534e-05       1.3763
PDE6A          5  149227519  149359356    614     104  251876       2.2474    5.6534e-05       2.2474
SLC26A2        5  149305300  149376963    295      73  226388       1.6115    5.6534e-05       1.6114
HMGXB3         5  149345169  149442706    431      51  233222      -0.3894    5.6534e-05     -0.38946
TIGD6          5  149362686  149415730    244      45  239510     -0.94105    5.6534e-05     -0.94111
CSF1R          5  149422854  149527935    556     105  248383       1.2213    5.6534e-05       1.2212
PDGFRB         5  149483402  149570447    444      87  248617    -0.043261    5.6534e-05    -0.043317
CDX1           5  149511344  149574121    302      69  256047     -0.38783    5.6534e-05     -0.38788
SLC6A7         5  149534520  149600635    356      55  273944      0.34247    5.6534e-05      0.34241
CAMK2A         5  149589054  149704403    577     119  201504     -0.26061    5.6534e-05     -0.26066
ARSI           5  149665909  149717525    251      73  225101      0.83553    5.6534e-05      0.83547
TCOF1          5  149702202  149789871    363      58  232645       1.6594    5.6534e-05       1.6593
CD74           5  149771200  149827543    307      65  223682      0.49655    5.6534e-05      0.49649
RPS14          5  149812712  149864351    305      43  220121     -0.60221    5.6534e-05     -0.60226
NDST1          5  149830365  149947773    575      71  219826     -0.99775    5.6534e-05      -0.9978
SYNPO          5  149945642  150048792    490      82  221761     -0.66004    5.6534e-05     -0.66009
MYOZ3          5  150005403  150068930    308      55  171284      -1.1429    5.6534e-05       -1.143
RBM22          5  150060352  150115669    206      54  151957      0.70121    5.6534e-05      0.70116
DCTN4          5  150078309  150173657    367      37  236275       1.5446    5.6534e-05       1.5446
SMIM3          5  150122508  150186298    253      25  273521       1.4265    5.6534e-05       1.4264
IRGM           5  150191085  150238231    178      26  265130      0.40172    5.6534e-05      0.40166
ZNF300         5  150263954  150319545    288      30  279124      0.59215    5.6534e-05      0.59209
GPX3           5  150364999  150418554    283      50  257795      0.02416    5.6534e-05     0.024103
TNIP1          5  150399504  150502221    610      94  291932      0.65921    5.6534e-05      0.65916
ANXA6          5  150470267  150572443    668      97  296362      0.97777    5.6534e-05      0.97771
CCDC69         5  150550613  150638654    518      77  293356       1.7191    5.6534e-05       1.7191
GM2A           5  150597613  150660083    341      50  274777       1.1004    5.6534e-05       1.1003
SLC36A3        5  150645926  150718334    470      53  290622         2.33    5.6534e-05       2.3299
SLC36A2        5  150684539  150762151    492      65  269812       1.6445    5.6534e-05       1.6445
SLC36A1        5  150781553  150881940    589      55  236659     -0.72963    5.6534e-05     -0.72969
FAT2           5  150873653  150983505    627      84  247145       1.4217    5.6534e-05       1.4217
SPARC          5  151030657  151101615    315      59  207028   -0.0014864    5.6534e-05   -0.0015429
ATOX1          5  151112383  151173210    226      39  259963      0.24337    5.6534e-05      0.24332
G3BP1          5  151116476  151194915    287      34  253280      0.17264    5.6534e-05      0.17259
GLRA1          5  151192074  151339397    563      44  273776      0.73212    5.6534e-05      0.73206
NMUR2          5  151761102  151819840    311      24  329251      -1.1494    5.6534e-05      -1.1495
GRIA1          5  152835084  153203429   1883     136  321146     -0.26684    5.6534e-05     -0.26689
FAM114A2       5  153359723  153453497    413      28  232932     -0.27632    5.6534e-05     -0.27637
MFAP3          5  153383519  153447014    278      25  245069     -0.31108    5.6534e-05     -0.31114
GALNT10        5  153535295  153810544   1403     110  296684     -0.63139    5.6534e-05     -0.63144
SAP30L         5  153790517  153850613    258      54  272578     -0.75485    5.6534e-05      -0.7549
HAND1          5  153844532  153892824    247      70  292469     -0.94844    5.6534e-05     -0.94849
LARP1          5  154027224  154207167    700      94  263310     0.063675    5.6534e-05     0.063618
FAXDC2         5  154186594  154265213    298      52  213927     -0.86121    5.6534e-05     -0.86127
CNOT8          5  154202755  154266352    246      48  219126     -0.86141    5.6534e-05     -0.86147
GEMIN5         5  154256976  154352776    398      42  275354      -1.2053    5.6534e-05      -1.2054
MRPL22         5  154285633  154358971    292      35  287937      -1.0388    5.6534e-05      -1.0389
KIF4B          5  154358260  154407685    277      29  328125      -0.1534    5.6534e-05     -0.15345
SGCD           5  155427147  156204799   4000     164  260811     -0.87551    5.6534e-05     -0.87557
TIMD4          5  156336293  156425266    410      42  278256       2.5572    5.6534e-05       2.5572
HAVCR1         5  156445989  156521130    440      51  292251       3.8704    5.6534e-05       3.8703
HAVCR2         5  156502843  156571248    389      41  241493       3.0962    5.6534e-05       3.0961
MED7           5  156555451  156604921    285      36  233496       1.4927    5.6534e-05       1.4926
ITK            5  156572907  156692109    660      68  299266       1.4068    5.6534e-05       1.4068
FAM71B         5  156579343  156628279    282      37  267095       1.7859    5.6534e-05       1.7858
CYFIP2         5  156658091  156832606    781      60  324485     -0.96559    5.6534e-05     -0.96565
FNDC9          5  156758607  156807729    237      32  329340     -0.97718    5.6534e-05     -0.97723
ADAM19         5  156812071  157037831   1130      63  323680     -0.55053    5.6534e-05     -0.55059
NIPAL4         5  156852027  156911730    280      34  310511     -0.83431    5.6534e-05     -0.83437
SOX30          5  157041804  157134138    447      52  308938      0.39294    5.6534e-05      0.39288
C5orf52        5  157063561  157117162    262      37  285064     0.045546    5.6534e-05      0.04549
THG1L          5  157123323  157176982    273      45  327733     -0.11367    5.6534e-05     -0.11373
LSM11          5  157135755  157193746    294      49  297128     -0.33384    5.6534e-05     -0.33389
CLINT1         5  157202751  157321183    607      45  283611      -1.5086    5.6534e-05      -1.5087
EBF1           5  158112916  158561788   1642     142  253287      -1.9487    5.6534e-05      -1.9487
RNF145         5  158574417  158672061    375      60  250272      -1.3238    5.6534e-05      -1.3239
UBLCP1         5  158655089  158723048    251      65  253899      -1.1161    5.6534e-05      -1.1161
IL12B          5  158731791  158792481    210      55  258654      -1.8156    5.6534e-05      -1.8157
ADRA1B         5  159308740  159410017    439      66  286648    -0.053055    5.6534e-05    -0.053111
TTC1           5  159401156  159502550    472      52  226685       2.7034    5.6534e-05       2.7033
PWWP2A         5  159492889  159581452    375      53  206785        2.294    5.6534e-05       2.2939
FABP6          5  159579374  159675729    630      57  288015       1.7658    5.6534e-05       1.7657
CCNJL          5  159668666  159774602    545      65  233795       1.4699    5.6534e-05       1.4698
C1QTNF2        5  159764761  159832657    284      53  276179      0.94945    5.6534e-05      0.94939
ZBED8          5  159810155  159862060    217      49  258998       2.4832    5.6534e-05       2.4832
PTTG1          5  159813865  159865747    228      53  254914       2.6544    5.6534e-05       2.6544
SLU7           5  159818648  159881168    310      59  230578       2.2153    5.6534e-05       2.2152
ATP10B         5  159980127  160314219   1574     144  282036     -0.64266    5.6534e-05     -0.64272
GABRB2         5  160705426  161010130   1324      99  254991     -0.89864    5.6534e-05     -0.89869
GABRA6         5  161077658  161139598    264      36  267191      0.55486    5.6534e-05      0.55481
GABRA1         5  161239197  161336965    467      58  250580     0.025579    5.6534e-05     0.025523
GABRG2         5  161459648  161592545    452      98  242112       1.2534    5.6534e-05       1.2534
CCNG1          5  162829573  162882022    195      42  271642     -0.34194    5.6534e-05       -0.342
HMMR           5  162852517  162928951    293      50  226771      0.30837    5.6534e-05      0.30832
NUDCD2         5  162870586  162922143    215      47  247126      0.53242    5.6534e-05      0.53237
MAT2B          5  162895070  162956359    302      34  244892     0.083978    5.6534e-05     0.083921
TENM2          5  166371083  167701162   5628     430  235755     -0.72953    5.6534e-05     -0.72958
WWC1           5  167684065  167909308   1253     178  244896      0.30343    5.6534e-05      0.30337
RARS1          5  167878463  167956311    487      51  256838     -0.16811    5.6534e-05     -0.16817
