Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000230530	LIMD1-AS1	45.32	lncRNA	LIMD1-AS1
ENSG00000267116	AP005264.2	43.99	processed_pseudogene	
ENSG00000279285	AP005264.6	41.48	TEC	
ENSG00000282607	MGAM	39.95	protein_coding	MGAM
ENSG00000267643	AP005264.4	47.21	lncRNA	
ENSG00000172460	PRSS30P	61.95	transcribed_unitary_pseudogene	PRSS30P
ENSG00000224316	GTF2IP5	43.38	unprocessed_pseudogene	GTF2IP5
ENSG00000270116	AP001429.1	36.04	lncRNA	
ENSG00000228102	IFITM4P	55.11	processed_pseudogene	IFITM4P
ENSG00000119699	TGFB3	48.99	protein_coding	TGFB3
ENSG00000236529	AC093582.1	57.34	lncRNA	
ENSG00000180871	CXCR2	46.04	protein_coding	CXCR2
ENSG00000213999	MEF2B	54.54	protein_coding	MEF2B
ENSG00000162144	CYB561A3	52.14	protein_coding	CYB561A3
ENSG00000271563	HIRAP1	46.38	processed_pseudogene	HIRAP1
ENSG00000269987	AC004542.2	40.57	lncRNA	
ENSG00000280809	LINC00836	41.02	lncRNA	LINC00836
ENSG00000198704	GPX6	42.59	protein_coding	GPX6
ENSG00000105641	SLC5A5	52.66	protein_coding	SLC5A5
ENSG00000267215	AC040963.1	44.74	lncRNA	
ENSG00000282124	AC015849.9	45.88	lncRNA	
ENSG00000154316	TDH	44.07	transcribed_unitary_pseudogene	TDH
ENSG00000165526	RPUSD4	43.35	protein_coding	RPUSD4
ENSG00000223775	MRPS18B	46.36	protein_coding	MRPS18B
ENSG00000213783	RPL35P4	54.04	processed_pseudogene	RPL35P4
ENSG00000198759	EGFL6	40.94	protein_coding	EGFL6
ENSG00000282181	MROH5	59.11	polymorphic_pseudogene	MROH5
ENSG00000234537	AL354751.1	59.18	unprocessed_pseudogene	
ENSG00000168140	VASN	63.46	protein_coding	VASN
ENSG00000280461	ABCB10P1	56.30	processed_pseudogene	ABCB10P1
ENSG00000077150	NFKB2	61.37	protein_coding	NFKB2
ENSG00000226930	GTF2IP2	38.79	unprocessed_pseudogene	GTF2IP2
ENSG00000219280	VN1R8P	43.11	processed_pseudogene	VN1R8P
ENSG00000228593	CFTRP1	39.34	unprocessed_pseudogene	CFTRP1
ENSG00000119650	IFT43	43.54	protein_coding	IFT43
ENSG00000226203	LINC01733	39.04	lncRNA	LINC01733
ENSG00000281012	AC116165.7	34.47	processed_pseudogene	
ENSG00000126603	GLIS2	62.05	protein_coding	GLIS2
ENSG00000011600	TYROBP	51.45	protein_coding	TYROBP
ENSG00000205763	RP9P	43.81	transcribed_unprocessed_pseudogene	RP9P
ENSG00000196715	VKORC1L1	41.25	protein_coding	VKORC1L1
ENSG00000114784	EIF1B	41.69	protein_coding	EIF1B
ENSG00000282477	AC100803.6	47.05	lncRNA	
ENSG00000282486	LRRC37A9P	49.20	processed_pseudogene	LRRC37A9P
ENSG00000262712	AC012676.1	63.11	lncRNA	
ENSG00000233357	RPL30P15	39.88	processed_pseudogene	RPL30P15
ENSG00000224573	AC083863.1	51.95	processed_pseudogene	
ENSG00000262686	GLIS2-AS1	60.67	lncRNA	GLIS2-AS1
ENSG00000266442	MSH5-SAPCD1	48.77	protein_coding	MSH5-SAPCD1
ENSG00000183530	PRR14L	45.25	protein_coding	PRR14L
ENSG00000236569	HNRNPA1P73	46.55	processed_pseudogene	HNRNPA1P73
ENSG00000164880	INTS1	63.53	protein_coding	INTS1
ENSG00000254694	AP001893.1	35.49	lncRNA	
ENSG00000100804	PSMB5	46.64	protein_coding	PSMB5
ENSG00000280739	EIF1B-AS1	41.48	lncRNA	EIF1B-AS1
ENSG00000262246	CORO7	57.56	protein_coding	CORO7
ENSG00000154473	BUB3	39.16	protein_coding	BUB3
ENSG00000250858	IGBP1P5	45.20	processed_pseudogene	IGBP1P5
ENSG00000234424	AL353743.4	39.45	unprocessed_pseudogene	
ENSG00000230303	AL353743.2	38.33	lncRNA	
ENSG00000165131	LLCFC1	53.91	protein_coding	LLCFC1
ENSG00000137575	SDCBP	35.86	protein_coding	SDCBP
ENSG00000170011	MYRIP	40.16	protein_coding	MYRIP
ENSG00000119686	FLVCR2	45.48	protein_coding	FLVCR2
ENSG00000233299	HIGD1AP4	42.14	processed_pseudogene	HIGD1AP4
ENSG00000163464	CXCR1	49.83	protein_coding	CXCR1
ENSG00000231189	AC013448.1	38.09	lncRNA	
ENSG00000164707	SLC13A4	46.81	protein_coding	SLC13A4
ENSG00000254562	LINC01493	34.05	lncRNA	LINC01493
ENSG00000279656	AL132780.4	46.87	TEC	
ENSG00000271424	AL157791.2	54.18	processed_pseudogene	
ENSG00000235072	AC012074.1	53.34	lncRNA	
ENSG00000259100	AL157791.1	45.85	processed_pseudogene	
ENSG00000267106	ZNF561-AS1	44.38	lncRNA	ZNF561-AS1
ENSG00000225511	LINC00475	48.00	transcribed_unprocessed_pseudogene	LINC00475
ENSG00000222028	PSMB11	58.14	protein_coding	PSMB11
ENSG00000240975	AC021723.1	58.64	processed_pseudogene	
ENSG00000150527	MIA2	38.45	protein_coding	MIA2
ENSG00000285751	AC021723.2	35.40	lncRNA	
ENSG00000232354	VIPR1-AS1	52.96	lncRNA	VIPR1-AS1
ENSG00000237024	RPL21P33	45.25	processed_pseudogene	RPL21P33
ENSG00000228414	LINC01185	44.31	lncRNA	LINC01185
ENSG00000231081	AL078587.1	48.77	lncRNA	
ENSG00000214015	RPL32P23	52.10	processed_pseudogene	RPL32P23
ENSG00000125804	FAM182A	45.70	lncRNA	FAM182A
ENSG00000171466	ZNF562	43.09	protein_coding	ZNF562
ENSG00000227404	KRT8P20	58.41	processed_pseudogene	KRT8P20
ENSG00000197724	PHF2	51.46	protein_coding	PHF2
ENSG00000236717	AL354751.2	44.88	unprocessed_pseudogene	
ENSG00000164556	FAM183BP	52.19	processed_pseudogene	FAM183BP
ENSG00000270588	AC021749.1	36.74	processed_pseudogene	
ENSG00000273356	LINC02019	41.12	lncRNA	LINC02019
ENSG00000225350	FREM2-AS1	38.73	lncRNA	FREM2-AS1
ENSG00000254901	BORCS8	54.34	protein_coding	BORCS8
ENSG00000255347	AC021820.1	42.57	processed_pseudogene	
ENSG00000150893	FREM2	37.64	protein_coding	FREM2
ENSG00000277831	AL138960.1	44.83	lncRNA	
ENSG00000255057	AP003041.1	39.41	processed_pseudogene	
ENSG00000279675	AC080100.1	33.16	TEC	
ENSG00000229454	AL157882.1	38.29	lncRNA	
ENSG00000134453	RBM17	41.20	protein_coding	RBM17
ENSG00000280679	AC116165.6	68.60	unprocessed_pseudogene	
ENSG00000151778	SERP2	44.49	protein_coding	SERP2
ENSG00000110148	CCKBR	45.78	protein_coding	CCKBR
ENSG00000169862	CTNND2	39.45	protein_coding	CTNND2
ENSG00000189320	FAM180A	46.32	protein_coding	FAM180A
ENSG00000259672	AC087612.1	45.34	lncRNA	
ENSG00000157399	ARSE	45.88	protein_coding	ARSE
ENSG00000104413	ESRP1	40.32	protein_coding	ESRP1
ENSG00000184436	THAP7	62.20	protein_coding	THAP7
ENSG00000204556	AL450124.1	44.41	unprocessed_pseudogene	
ENSG00000266936	AC011442.1	52.44	lncRNA	
ENSG00000277508	BSNDP3	56.32	processed_pseudogene	BSNDP3
ENSG00000287569	AL078587.2	53.58	lncRNA	
ENSG00000147383	NSDHL	45.97	protein_coding	NSDHL
ENSG00000163440	PDCL2	39.02	protein_coding	PDCL2
ENSG00000120314	WDR55	53.17	protein_coding	WDR55
ENSG00000251357	AP000350.4	50.93	protein_coding	
ENSG00000243317	STMP1	43.10	protein_coding	STMP1
ENSG00000148948	LRRC4C	36.70	protein_coding	LRRC4C
ENSG00000272973	AP000350.5	44.86	lncRNA	
ENSG00000279467	AP000350.7	49.38	lncRNA	
ENSG00000149483	TMEM138	47.18	protein_coding	TMEM138
ENSG00000251521	IMPA1P1	37.96	transcribed_unprocessed_pseudogene	IMPA1P1
ENSG00000139880	CDH24	57.26	protein_coding	CDH24
ENSG00000240427	RPS26P34	49.00	processed_pseudogene	RPS26P34
ENSG00000254151	NIPA2P4	41.09	processed_pseudogene	NIPA2P4
ENSG00000273219	AC091736.1	44.59	lncRNA	
ENSG00000205184	SLC10A5P1	35.30	unprocessed_pseudogene	SLC10A5P1
ENSG00000287389	AC007106.2	33.11	lncRNA	
ENSG00000267725	AC008521.2	49.42	processed_pseudogene	
ENSG00000254579	AC090720.1	36.36	transcribed_processed_pseudogene	
ENSG00000278920	AC005005.4	47.40	lncRNA	
ENSG00000255132	AC090138.1	36.73	lncRNA	
ENSG00000231933	Z98949.1	44.35	lncRNA	
ENSG00000237361	TUSC8	49.75	lncRNA	TUSC8
ENSG00000037749	MFAP3	43.54	protein_coding	MFAP3
ENSG00000183963	SMTN	54.79	protein_coding	SMTN
ENSG00000132182	NUP210	52.60	protein_coding	NUP210
ENSG00000232424	USP9YP29	31.74	unprocessed_pseudogene	USP9YP29
ENSG00000284060	AC002472.2	48.10	transcribed_unprocessed_pseudogene	
ENSG00000260536	AL035071.2	42.93	lncRNA	
ENSG00000232910	RAB9AP1	41.01	unprocessed_pseudogene	RAB9AP1
ENSG00000101367	MAPRE1	44.38	protein_coding	MAPRE1
ENSG00000099957	P2RX6	56.26	protein_coding	P2RX6
ENSG00000232845	TRAPPC2P9	37.04	unprocessed_pseudogene	TRAPPC2P9
ENSG00000267520	AC010733.2	37.93	lncRNA	
ENSG00000237302	OFD1P11Y	37.17	unprocessed_pseudogene	OFD1P11Y
ENSG00000271166	AL671309.1	34.19	processed_pseudogene	
ENSG00000112855	HARS2	45.87	protein_coding	HARS2
ENSG00000184162	NR2C2AP	56.79	protein_coding	NR2C2AP
ENSG00000280909	SDHAP2	47.52	transcribed_unprocessed_pseudogene	SDHAP2
ENSG00000231540	ELOCP9	37.66	processed_pseudogene	ELOCP9
ENSG00000135048	CEMIP2	40.46	protein_coding	CEMIP2
ENSG00000162924	REL	37.61	protein_coding	REL
ENSG00000223362	CDY15P	42.10	unprocessed_pseudogene	CDY15P
ENSG00000119685	TTLL5	40.03	protein_coding	TTLL5
ENSG00000231026	XKRYP4	42.24	unprocessed_pseudogene	XKRYP4
ENSG00000166257	SCN3B	45.94	protein_coding	SCN3B
ENSG00000258589	CR753842.1	51.43	protein_coding	
ENSG00000273822	MUC4	56.06	protein_coding	MUC4
ENSG00000233210	GPANK1	54.00	protein_coding	GPANK1
ENSG00000283058	AC009234.1	34.69	lncRNA	
ENSG00000170667	RASA4B	56.85	protein_coding	RASA4B
ENSG00000285548	AC068725.1	36.83	lncRNA	
ENSG00000223710	CRYGGP	60.69	unprocessed_pseudogene	CRYGGP
ENSG00000167986	DDB1	47.67	protein_coding	DDB1
ENSG00000226366	AC097463.1	53.22	processed_pseudogene	
ENSG00000282315	HNRNPA1P38	48.17	processed_pseudogene	HNRNPA1P38
ENSG00000238165	AC007560.1	48.95	processed_pseudogene	
ENSG00000286412	AC007682.1	37.26	lncRNA	
ENSG00000287344	AC079304.1	36.55	lncRNA	
ENSG00000279655	AC004009.3	45.27	TEC	
ENSG00000105393	BABAM1	52.47	protein_coding	BABAM1
ENSG00000224322	AC004009.1	41.83	lncRNA	
ENSG00000229391	HLA-DRB6	44.10	transcribed_unprocessed_pseudogene	HLA-DRB6
ENSG00000246350	AL049543.1	43.62	lncRNA	
ENSG00000279429	AC004009.2	40.11	TEC	
ENSG00000232040	ZBED9	39.71	protein_coding	ZBED9
ENSG00000282029	AC120035.1	47.22	lncRNA	
ENSG00000233830	EIF4HP1	53.57	processed_pseudogene	EIF4HP1
ENSG00000213781	PSMC1P2	41.94	processed_pseudogene	PSMC1P2
ENSG00000282515	AC242019.1	52.00	lncRNA	
ENSG00000239930	AP001625.3	56.80	lncRNA	
ENSG00000270435	AC068733.2	37.87	processed_pseudogene	
ENSG00000064489	BORCS8-MEF2B	54.55	protein_coding	BORCS8-MEF2B
ENSG00000160188	RSPH1	46.00	protein_coding	RSPH1
ENSG00000282020	AF188030.1	43.23	lncRNA	
ENSG00000147065	MSN	44.63	protein_coding	MSN
ENSG00000054219	LY75	37.97	protein_coding	LY75
ENSG00000255563	AC021006.2	52.08	processed_pseudogene	
ENSG00000255388	LINC02741	37.15	lncRNA	LINC02741
ENSG00000122642	FKBP9	45.26	protein_coding	FKBP9
ENSG00000008838	MED24	50.63	protein_coding	MED24
ENSG00000242729	AC021006.1	40.69	processed_pseudogene	
ENSG00000232266	CR936237.1	60.20	lncRNA	
ENSG00000259196	HMBOX1-IT1	38.15	lncRNA	HMBOX1-IT1
ENSG00000147421	HMBOX1	37.72	protein_coding	HMBOX1
ENSG00000233869	RPSAP27	52.12	processed_pseudogene	RPSAP27
ENSG00000185088	RPS27L	39.85	protein_coding	RPS27L
ENSG00000228111	TPT1P2	46.60	processed_pseudogene	TPT1P2
ENSG00000160190	SLC37A1	48.79	protein_coding	SLC37A1
ENSG00000232045	EHMT2	53.78	protein_coding	EHMT2
ENSG00000245275	SAP30L-AS1	44.90	lncRNA	SAP30L-AS1
ENSG00000273108	AL121929.2	46.72	lncRNA	
ENSG00000104517	UBR5	38.31	protein_coding	UBR5
ENSG00000236356	AC079584.1	39.87	lncRNA	
ENSG00000224571	USP9YP13	29.64	unprocessed_pseudogene	USP9YP13
ENSG00000280693	SH3PXD2A-AS1	48.29	lncRNA	SH3PXD2A-AS1
ENSG00000090674	MCOLN1	57.01	protein_coding	MCOLN1
ENSG00000107957	SH3PXD2A	51.58	protein_coding	SH3PXD2A
ENSG00000196126	HLA-DRB1	44.36	protein_coding	HLA-DRB1
ENSG00000287695	AC008625.1	40.21	lncRNA	
ENSG00000103642	LACTB	39.93	protein_coding	LACTB
ENSG00000233095	HLA-G	56.27	protein_coding	HLA-G
ENSG00000072840	EVC	47.40	protein_coding	EVC
ENSG00000262905	AC015853.1	51.64	lncRNA	
ENSG00000262708	AC027455.1	48.32	processed_pseudogene	
ENSG00000244097	RPS4XP17	49.47	processed_pseudogene	RPS4XP17
ENSG00000263015	AC015853.2	50.41	lncRNA	
ENSG00000230700	CSNK2B	52.84	protein_coding	CSNK2B
ENSG00000273297	AC009275.1	43.71	lncRNA	
ENSG00000271440	AL121932.1	58.88	processed_pseudogene	
ENSG00000285526	AC020907.6	52.89	protein_coding	
ENSG00000099960	SLC7A4	62.43	protein_coding	SLC7A4
ENSG00000287279	AL121932.2	42.42	lncRNA	
ENSG00000179066	AC020907.1	52.12	lncRNA	
ENSG00000241399	CD302	38.73	protein_coding	CD302
ENSG00000235570	LINC00533	44.94	lncRNA	LINC00533
ENSG00000197993	KEL	47.10	protein_coding	KEL
ENSG00000133958	UNC79	39.32	protein_coding	UNC79
ENSG00000237425	RPSAP2	50.23	processed_pseudogene	RPSAP2
ENSG00000064490	RFXANK	54.66	protein_coding	RFXANK
ENSG00000240108	NCOR1P1	38.57	transcribed_unprocessed_pseudogene	NCOR1P1
ENSG00000055147	FAM114A2	37.35	protein_coding	FAM114A2
ENSG00000089356	FXYD3	53.87	protein_coding	FXYD3
ENSG00000235559	NOP56P1	46.77	processed_pseudogene	NOP56P1
ENSG00000234398	AC134915.1	52.29	unprocessed_pseudogene	
ENSG00000230440	AL391119.1	43.22	lncRNA	
ENSG00000236977	ANKRD44-IT1	40.66	lncRNA	ANKRD44-IT1
ENSG00000236595	MED15P5	63.41	processed_pseudogene	MED15P5
ENSG00000237722	MTND1P29	40.81	unprocessed_pseudogene	MTND1P29
ENSG00000225636	HNRNPA3P15	43.86	processed_pseudogene	HNRNPA3P15
ENSG00000226872	AC002472.1	49.28	lncRNA	
ENSG00000231954	MTND2P22	33.98	unprocessed_pseudogene	MTND2P22
ENSG00000284130	AC002472.3	57.13	transcribed_unprocessed_pseudogene	
ENSG00000236211	MTCO1P7	40.01	unprocessed_pseudogene	MTCO1P7
ENSG00000065413	ANKRD44	40.24	protein_coding	ANKRD44
ENSG00000230513	THAP7-AS1	50.16	lncRNA	THAP7-AS1
ENSG00000230496	MTCO2P7	38.29	unprocessed_pseudogene	MTCO2P7
ENSG00000232990	MTATP6P7	39.21	unprocessed_pseudogene	MTATP6P7
ENSG00000179381	OR4K11P	42.62	unprocessed_pseudogene	OR4K11P
ENSG00000249997	MTCO3P7	40.31	unprocessed_pseudogene	MTCO3P7
ENSG00000268614	AC008878.2	56.09	protein_coding	
ENSG00000228184	SNX19P1	49.88	processed_pseudogene	SNX19P1
ENSG00000228159	LINC01674	37.29	lncRNA	LINC01674
ENSG00000206145	P2RX6P	48.06	transcribed_unprocessed_pseudogene	P2RX6P
ENSG00000287091	AC009961.4	53.17	lncRNA	
ENSG00000136536	MARCH7	38.09	protein_coding	MARCH7
ENSG00000161149	TUBA3FP	54.66	lncRNA	TUBA3FP
ENSG00000283940	AC068137.3	38.12	unprocessed_pseudogene	
ENSG00000284171	AC068137.4	37.16	unprocessed_pseudogene	
ENSG00000277278	HERC2	47.81	protein_coding	HERC2
ENSG00000237088	AL163193.1	49.49	processed_pseudogene	
ENSG00000230548	MTND4P27	37.08	unprocessed_pseudogene	MTND4P27
ENSG00000171843	MLLT3	37.12	protein_coding	MLLT3
ENSG00000273209	AC069148.1	61.33	lncRNA	
ENSG00000234934	MTND5P29	37.74	unprocessed_pseudogene	MTND5P29
ENSG00000248136	MTND6P8	38.51	unprocessed_pseudogene	MTND6P8
ENSG00000233550	MTCYBP8	41.63	unprocessed_pseudogene	MTCYBP8
ENSG00000032444	PNPLA6	55.88	protein_coding	PNPLA6
ENSG00000231867	AP001625.1	42.00	lncRNA	
ENSG00000235772	AP001625.2	50.35	lncRNA	
ENSG00000178287	SPAG11A	44.79	protein_coding	SPAG11A
ENSG00000260257	AL035071.1	40.40	lncRNA	
ENSG00000076650	GPATCH1	45.71	protein_coding	GPATCH1
ENSG00000206287	RING1	53.00	protein_coding	RING1
ENSG00000287211	AL121904.2	34.65	lncRNA	
ENSG00000238129	AL121904.1	32.87	lncRNA	
ENSG00000134049	IER3IP1	38.67	protein_coding	IER3IP1
ENSG00000227195	MIR663AHG	35.99	lncRNA	MIR663AHG
ENSG00000267724	AC012254.3	39.49	lncRNA	
ENSG00000267228	AC012254.2	39.06	protein_coding	
ENSG00000275837	SMARCB1	50.77	protein_coding	SMARCB1
ENSG00000150275	PCDH15	34.63	protein_coding	PCDH15
ENSG00000282726	IGHV4-28	55.82	IG_V_gene	IGHV4-28
ENSG00000242636	RPL21P129	44.35	processed_pseudogene	RPL21P129
ENSG00000124196	GTSF1L	48.63	protein_coding	GTSF1L
ENSG00000282702	AC245166.1	44.62	IG_V_pseudogene	
ENSG00000238235	TSPY11P	50.47	unprocessed_pseudogene	TSPY11P
ENSG00000267800	AC012254.4	41.76	processed_pseudogene	
ENSG00000258578	AC008015.1	43.01	processed_pseudogene	
ENSG00000282777	IGHV3-30	51.88	IG_V_gene	IGHV3-30
ENSG00000233277	LINC01728	46.86	lncRNA	LINC01728
ENSG00000271208	Z99289.3	32.49	lncRNA	
ENSG00000224721	AC007182.1	48.88	lncRNA	
ENSG00000281613	AL365214.3	40.15	protein_coding	
ENSG00000231809	NANOGP9	47.42	processed_pseudogene	NANOGP9
ENSG00000275352	AC006335.2	52.16	unprocessed_pseudogene	
ENSG00000167220	HDHD2	38.66	protein_coding	HDHD2
ENSG00000107807	TLX1	61.09	protein_coding	TLX1
ENSG00000242488	AF107885.1	50.94	transcribed_processed_pseudogene	
ENSG00000234154	HLA-DMB	45.01	protein_coding	HLA-DMB
ENSG00000282136	IGHVII-30-1	52.16	IG_V_pseudogene	IGHVII-30-1
ENSG00000282356	IGHV3-30-2	47.84	IG_V_pseudogene	IGHV3-30-2
ENSG00000251258	RFPL4B	40.10	protein_coding	RFPL4B
ENSG00000260461	AL133355.1	47.49	lncRNA	
ENSG00000259103	AF107885.2	40.01	lncRNA	
ENSG00000234583	TSPY19P	55.19	unprocessed_pseudogene	TSPY19P
ENSG00000189127	ANKRD34B	42.57	protein_coding	ANKRD34B
ENSG00000258876	TGFB3-AS1	51.51	lncRNA	TGFB3-AS1
ENSG00000282404	AC234301.4	57.72	IG_V_gene	
ENSG00000242951	AC007182.2	42.54	processed_pseudogene	
ENSG00000107960	STN1	42.66	protein_coding	STN1
ENSG00000237234	Z99289.1	40.20	lncRNA	
ENSG00000255431	OR5B19P	42.46	unprocessed_pseudogene	OR5B19P
ENSG00000235094	AC006335.1	56.96	unprocessed_pseudogene	
ENSG00000282761	AC234301.6	56.76	IG_V_pseudogene	
ENSG00000236311	TLX1NB	51.11	lncRNA	TLX1NB
ENSG00000005981	ASB4	38.27	protein_coding	ASB4
ENSG00000230983	PSORS1C3	52.07	lncRNA	PSORS1C3
ENSG00000216663	AL365214.1	45.74	processed_pseudogene	
ENSG00000226440	AL365214.2	40.50	lncRNA	
ENSG00000235090	RPL7L1P3	46.30	processed_pseudogene	RPL7L1P3
ENSG00000281983	IGHV3-29	45.09	IG_V_pseudogene	IGHV3-29
ENSG00000282642	IGHV3-33	52.02	IG_V_gene	IGHV3-33
ENSG00000231030	ZNF70P1	59.62	processed_pseudogene	ZNF70P1
ENSG00000189077	TMEM120A	61.55	protein_coding	TMEM120A
ENSG00000223577	HCG27	49.40	lncRNA	HCG27
ENSG00000226408	CR759815.1	47.11	lncRNA	
ENSG00000206383	HSPA1L	48.68	protein_coding	HSPA1L
ENSG00000281959	AC234301.2	48.17	IG_V_pseudogene	
ENSG00000242640	RPS29P11	47.95	processed_pseudogene	RPS29P11
ENSG00000138074	SLC5A6	53.48	protein_coding	SLC5A6
ENSG00000226915	AC068137.1	50.34	processed_pseudogene	
ENSG00000255096	OR5B10P	45.33	unprocessed_pseudogene	OR5B10P
ENSG00000223744	RBMY2GP	34.13	unprocessed_pseudogene	RBMY2GP
ENSG00000259366	AC108449.2	40.61	lncRNA	
ENSG00000255333	AP000435.1	48.99	processed_pseudogene	
ENSG00000271435	AC068137.2	61.30	processed_pseudogene	
ENSG00000249277	AC092436.2	43.97	processed_pseudogene	
ENSG00000278082	AC234301.1	56.84	IG_V_gene	
ENSG00000224117	PTPN2P2	41.31	processed_pseudogene	PTPN2P2
ENSG00000197786	OR5B17	41.75	protein_coding	OR5B17
ENSG00000072803	FBXW11	39.72	protein_coding	FBXW11
ENSG00000273474	AL157392.4	31.30	lncRNA	
ENSG00000224352	AC132479.1	40.28	unprocessed_pseudogene	
ENSG00000282595	AC234301.5	44.97	IG_V_pseudogene	
ENSG00000282318	DLGAP2	47.15	protein_coding	DLGAP2
ENSG00000282246	AL157392.5	42.03	protein_coding	
ENSG00000250050	MTND4P9	40.56	unprocessed_pseudogene	MTND4P9
ENSG00000279525	AC002451.2	41.16	TEC	
ENSG00000285840	AL353648.1	43.43	lncRNA	
ENSG00000282150	AC234301.3	51.76	IG_V_gene	
ENSG00000233499	OR5B1P	43.97	unprocessed_pseudogene	OR5B1P
ENSG00000213411	RBM22P2	49.37	processed_pseudogene	RBM22P2
ENSG00000227474	RPL6P24	45.02	processed_pseudogene	RPL6P24
ENSG00000248133	MTND4LP22	34.78	unprocessed_pseudogene	MTND4LP22
ENSG00000282552	IGHVII-33-1	50.00	IG_V_pseudogene	IGHVII-33-1
ENSG00000282526	IGHV3-33-2	47.95	IG_V_pseudogene	IGHV3-33-2
ENSG00000251353	MTND3P5	42.04	unprocessed_pseudogene	MTND3P5
ENSG00000189403	HMGB1	41.99	protein_coding	HMGB1
ENSG00000234091	AL157392.2	45.83	lncRNA	
ENSG00000229643	LINC00280	41.90	lncRNA	LINC00280
ENSG00000248654	MTCO3P44	41.96	unprocessed_pseudogene	MTCO3P44
ENSG00000274437	DERL3	61.13	protein_coding	DERL3
ENSG00000239665	AL157392.3	46.33	lncRNA	
ENSG00000276491	IGHV4-34	55.88	IG_V_gene	IGHV4-34
ENSG00000234507	BRD2	51.44	protein_coding	BRD2
ENSG00000179468	OR9A2	44.80	protein_coding	OR9A2
ENSG00000110066	KMT5B	42.48	protein_coding	KMT5B
ENSG00000231170	AC002451.1	38.67	lncRNA	
ENSG00000239293	OR9P1P	43.48	unprocessed_pseudogene	OR9P1P
ENSG00000273387	AC005005.3	57.52	lncRNA	
ENSG00000237307	SRRM1P3	43.63	processed_pseudogene	SRRM1P3
ENSG00000163510	CWC22	35.05	protein_coding	CWC22
ENSG00000230482	ATP5MC2P3	54.82	processed_pseudogene	ATP5MC2P3
ENSG00000231621	AC013264.1	48.17	lncRNA	
ENSG00000234062	AL390879.1	42.02	transcribed_unprocessed_pseudogene	
ENSG00000225781	OR6V1	54.09	protein_coding	OR6V1
ENSG00000282786	AF188030.2	54.28	processed_pseudogene	
ENSG00000255262	ELOBP2	63.10	processed_pseudogene	ELOBP2
ENSG00000254731	AP003059.1	37.70	lncRNA	
ENSG00000224809	BEND3P2	57.63	processed_pseudogene	BEND3P2
ENSG00000224442	AC017035.1	43.61	processed_pseudogene	
ENSG00000138777	PPA2	36.65	protein_coding	PPA2
ENSG00000255535	AP003041.2	62.52	processed_pseudogene	
ENSG00000179420	OR6W1P	51.91	transcribed_unprocessed_pseudogene	OR6W1P
ENSG00000255250	AP003059.2	42.21	lncRNA	
ENSG00000276717	PRSS47	52.59	transcribed_unprocessed_pseudogene	PRSS47
ENSG00000232238	RPS29P8	47.95	processed_pseudogene	RPS29P8
ENSG00000230504	HCG4P8	65.04	unprocessed_pseudogene	HCG4P8
ENSG00000238138	AC027124.2	52.38	processed_pseudogene	
ENSG00000187581	COX8C	53.70	protein_coding	COX8C
ENSG00000232379	RPL22P23	37.82	processed_pseudogene	RPL22P23
ENSG00000227055	AC009961.2	40.03	processed_pseudogene	
ENSG00000004799	PDK4	36.08	protein_coding	PDK4
ENSG00000282123	IGHV7-34-1	53.92	IG_V_pseudogene	IGHV7-34-1
ENSG00000113645	WWC1	46.59	protein_coding	WWC1
ENSG00000248672	LY75-CD302	38.37	protein_coding	LY75-CD302
ENSG00000159763	PIP	42.19	protein_coding	PIP
ENSG00000278396	AL122023.1	37.36	lncRNA	
ENSG00000282493	AC100810.5	46.34	lncRNA	
ENSG00000280961	TTTY3B	31.94	lncRNA	TTTY3B
ENSG00000282481	AC100810.4	64.47	lncRNA	
ENSG00000226369	USP9YP11	31.54	unprocessed_pseudogene	USP9YP11
ENSG00000237563	TTTY21B	45.82	lncRNA	TTTY21B
ENSG00000129816	TTTY1B	46.57	lncRNA	TTTY1B
ENSG00000227871	USP9YP12	31.62	unprocessed_pseudogene	USP9YP12
ENSG00000147753	TTTY7	47.39	lncRNA	TTTY7
ENSG00000166562	SEC11C	43.03	protein_coding	SEC11C
ENSG00000231423	RAB9AP5	38.71	unprocessed_pseudogene	RAB9AP5
ENSG00000223398	AC027124.1	58.80	processed_pseudogene	
ENSG00000278220	CLN8	49.11	protein_coding	CLN8
ENSG00000155760	FZD7	52.76	protein_coding	FZD7
ENSG00000228465	TRAPPC2P10	38.52	unprocessed_pseudogene	TRAPPC2P10
ENSG00000239830	RPS4XP22	45.38	processed_pseudogene	RPS4XP22
ENSG00000244672	LY6G5B	53.15	protein_coding	LY6G5B
ENSG00000273408	OR5B15P	40.04	unprocessed_pseudogene	OR5B15P
ENSG00000212856	TTTY2B	45.86	lncRNA	TTTY2B
ENSG00000172769	OR5B3	36.91	protein_coding	OR5B3
ENSG00000146007	ZMAT2	43.69	protein_coding	ZMAT2
ENSG00000215187	FAM166B	55.24	protein_coding	FAM166B
ENSG00000282104	IGHV3-35	50.11	IG_V_gene	IGHV3-35
ENSG00000172365	OR5B2	36.79	protein_coding	OR5B2
ENSG00000281986	IGHV3-36	48.47	IG_V_pseudogene	IGHV3-36
ENSG00000231927	AC093734.1	54.85	lncRNA	
ENSG00000274801	AC091304.8	47.14	unprocessed_pseudogene	
ENSG00000166426	CRABP1	48.55	protein_coding	CRABP1
